,articleID,headline,multimedia,newDesk,typeOfMaterial
586,5ac71af4068401528a2a3989,Campus,66.0,Learning,News
587,5ac71871068401528a2a3970,South Korea?™s Ex-President Sentenced to 24 Years in Corruption Scandal,68.0,Foreign,News
588,5ac6ed43068401528a2a3839,Macron?™s Fight on Radical Islam May Lead to Exile of Vocal Imam,68.0,Foreign,News
589,5ac6e780068401528a2a3801,"?˜RuPaul?™s Drag Race??Season 10, Episode 3: Fifty Shades of Mayhem",66.0,Culture, Andy'
590,5ac6c253068401528a2a36b3,Locals Knew He Was Mentally Ill. Officers Who Shot Him Didn?™t.,68.0,Metro,News
591,5ac6b970068401528a2a3658,"Immigrants Keep Crossing Border, Undeterred by Washington?™s Whims",68.0,National,News
592,5ac6b72c068401528a2a3642,White House Sees Hope for Agreement on Nafta,68.0,Business,News
593,5ac6b6a6068401528a2a3634,Gun Makers Must Do More,67.0,OpEd,Op-Ed
594,5ac6b535068401528a2a3627,"Guard Took $45,000 in Bribes For Luxuries, Prosecutors Say",68.0,Metro,News
595,5ac6aff0068401528a2a35e8,Trump Escalates Fight With China In Tariff Threat,68.0,Business,News
596,5ac5662d068401528a2a298f,?˜All It Takes Is One Mistake?? Worries About Sending National Guard to Border,68.0,Washington,News
597,5ac56032068401528a2a2960,Police in Brooklyn Kill a Man Pointing a Pipe Believed to Be a Gun,68.0,Metro,News
598,5ac55eaa068401528a2a2957,Infrastructure Fund Is Slow To Equal Hype ,68.0,Business,News
599,5ac5571e068401528a2a290d,Shhhh. Silence Is Survival.,68.0,Weekend,Review
600,5ac54ae3068401528a2a2881,A Mostly Quiet Car,0.0,Metro,News
601,5ac5464b068401528a2a2849,Mr. Trump?™s War on the Truth,66.0,Editorial,Editorial
602,5ac535d5068401528a2a27a4,An Enchanted Home Inside a Library,68.0,Culture,Review
603,5ac532f6068401528a2a276c,Britain Aims to Close Pay Gap With Transparency and Shame  ,68.0,Business,News
605,5ac52c37068401528a2a2711,Trump Will Work With Governors to Deploy National Guard to the Border,68.0,Washington,News
606,5ac524df068401528a2a26c2,Why Is New York Condoning Illiteracy?,68.0,OpEd,Op-Ed
607,5ac51770068401528a2a263a,"Big Footprints: On a Scottish Isle, Signs of a Playground For Dinosaurs",68.0,Science,News
608,5ac50f0b068401528a2a25e6,"Ohio Is Lovely, But a Primary Tempts Kasich",68.0,Politics,News
609,5ac50c4d068401528a2a25d2,Hearing From Readers Over Multiple Channels,68.0,Business,News
610,5ac50970068401528a2a25a7,Balancing the Chaos Of a Mighty Universe,68.0,Culture,News
611,5ac50694068401528a2a2585,Older? Yes. Wiser? Well ...,65.0,Culture,News
612,5ac4f2a4068401528a2a2462,"Beyond the City, Rents Rise and Homelessness Follows",68.0,Metro,News
613,5ac4f24c068401528a2a2458,Trump Is ?˜Saving Us?? Minnesota Miners Warm to Tariffs and G.O.P.,68.0,National,News
614,5ac52320068401528a2a26ae,?˜A Walking Miracle??Making a Last Stand,68.0,Sports,News
615,5ac4f15b068401528a2a244b,Europe?™s Houses of Worship in Astounding Detail,68.0,Weekend,Review
616,5ac4ed53068401528a2a2410,President Pulls Back From Call for a Total Withdrawal From Syria,68.0,Washington,News
617,5ac4e766068401528a2a23e3,A Google Military Project Fuels Internal Dissent,68.0,Investigative,News
618,5ac4e12d068401528a2a23b8,When Robert F. Kennedy Told an Indianapolis Crowd of King?™s Assassination,66.0,National,News
619,5ac4e124068401528a2a23b3,Facebook Puts Profile Breach At 87 Million,68.0,Business,News
620,5ac4e023068401528a2a23a9,White House Edges Back From Brink of Trade War,68.0,Business,News
621,5ac4da6b068401528a2a2380,"Officially a Good Guy, With Blood All Over",68.0,Weekend,Review
622,5ac4da68068401528a2a237e,"Right on Cue, Here Come The Jitters",68.0,Arts&Leisure,News
623,5ac4d7f9068401528a2a2341,"Trade Wars, Stranded Assets, and the Stock Market (Wonkish)",68.0,OpEd,Op-Ed
624,5ac4d79a068401528a2a232d,"Where Is Googoosha,  The Less Than Cherished Uzbek First Daughter?",67.0,Foreign,News
625,5ac4d3bb068401528a2a2300,Indexes Rise Even as Trade Fight Between U.S. and China Grows,68.0,Business,News
626,5ac4d372068401528a2a22fa,An Estate With Stained Glass Fit for a Cathedral,68.0,RealEstate,News
627,5ac4ce1e068401528a2a22cd,Unknown,68.0,National,briefing
628,5ac4cc7b068401528a2a22c2,"$700,000 Homes in Washington, Pennsylvania and Michigan",67.0,RealEstate,News
629,5ac4caf3068401528a2a22ad,Unknown,68.0,Business,News
630,5ac4ca94068401528a2a229e,Top Court Rules Brazil Can Jail Former Leader,68.0,Foreign,News
631,5ac4b8ad068401528a2a2215,New York Democrats End Their 7-Year Schism,67.0,Metro,News
632,5ac4a226068401528a2a2183,Unknown,66.0,Metro,briefing
633,5ac4a227068401528a2a2184,Bananas Outwork Sports Drinks,68.0,Well,News
634,5ac4a223068401528a2a2180,"A Runner?™s Mysterious Illness, With Her Dad at Her Side",66.0,Well,News
635,5ac49ea3068401528a2a2168,The G.O.P. Can Avoid A Disaster,68.0,OpEd,Op-Ed
636,5ac49b1f068401528a2a213b,Old Boomers Never Die,67.0,OpEd,Op-Ed
637,5ac496af068401528a2a211d,Jimmy Kimmel Doesn?™t Understand Trump?™s Attacks on Amazon,66.0,Culture,News
638,5ac49434068401528a2a210b,Historic Homes and a Questionable Moniker,68.0,RealEstate,News
639,5ac4942b068401528a2a2107,What the Arlee Warriors Were Playing For,67.0,Magazine,News
641,5ac49424068401528a2a20fb,Turning  Trauma  Into Good,68.0,Arts&Leisure,News
642,5ac49420068401528a2a20f4,What Season Is It? Some Plants and Animals Are Baffled,68.0,Science,News
643,5ac49421068401528a2a20f8,Guiding Hand For Algebra And Anxiety,68.0,Metro,News
644,5ac49416068401528a2a20ea,Anne Wojcicki Wants to Be Healthy at 100,67.0,Magazine,News
645,5ac489d4068401528a2a20a4,Unknown,68.0,Business,News
646,5ac48604068401528a2a2092,The ?˜Endless War??of Land Mines in the Balkans,66.0,Photo,News
648,5ac431a4068401528a2a1e8e,Cheesy Stuff,68.0,Games,News
649,5ac42e23068401528a2a1e5a,"Crime, Punishment and Then What?",68.0,Culture,Review
650,5ac42050068401528a2a1dd6,Firms Shudder as Trump?™s Tweets Mean Business,68.0,Washington,News
651,5ac41f81068401528a2a1dd2,"On Foreign Policy, the President Reverts to Candidate Trump",68.0,Washington,News
652,5ac41533068401528a2a1d77,"For Pruitt, a Spotlight Shines on His Ethics, Not His E.P.A. Rollbacks",68.0,Climate,News
653,5ac4093f068401528a2a1ca9,How to Win An Argument About Guns,68.0,OpEd,Op-Ed
654,5ac405f2068401528a2a1c96,Inclusion Riders Won?™t Save Hollywood,68.0,OpEd,Op-Ed
655,5ac4059c068401528a2a1c89,Trump?™s Perversion of Leadership,66.0,OpEd,Op-Ed
656,5ac3f966068401528a2a1bd8,New Friends Upstairs,0.0,Metro,News
657,5ac3f5d3068401528a2a1baf,A Shooting at YouTube?™s Offices Rattles Silicon Valley,66.0,Business,News
658,5ac3ec95068401528a2a1b3c,"As They Honor King, Churches Ask: How Far Have We Come?",68.0,National,News
659,5ac3e90c068401528a2a1b08,Mourning the Loss of Another Beacon of Old Harlem,68.0,Metro,News
660,5ac3df93068401528a2a1a92,Hot Springs Lower Stress in Monkeys,68.0,Science,News
661,5ac3da95068401528a2a1a61,"Five Attorneys General, and Me",68.0,Insider,News
662,5ac3d767068401528a2a1a41,Met Lets in the Light,68.0,Culture,News
663,5ac3d6ea068401528a2a1a3b,Is Putin a C.I.A. Agent?,68.0,OpEd,Op-Ed
664,5ac3d2e4068401528a2a1a04,Sisters Who Chose ISIS Over Norway,68.0,Culture,Review
665,5ac3d032068401528a2a19f2,How King Lived Is Why He Died,68.0,OpEd,Op-Ed
666,5ac3c6c0068401528a2a1991,Building a Smart City (Heated Sidewalks Included),68.0,Business,News
667,5ac3bf81068401528a2a1940,Turf Battle  Over Who Interprets Tax Rules,68.0,Washington,News
668,5ac3b90c068401528a2a18e9,Women (and Men) Pushed to the Edge,68.0,Culture,News
669,5ac3af84068401528a2a1875,Who Will Lead California as Trump Leads a Battle Against It?,68.0,National,News
670,5ac3ad6e068401528a2a185f,Johnny Cash?™s Poems Get a Second Life as Songs,68.0,Culture,News
671,5ac3a89a068401528a2a1834,Oaxaca on the Gowanus,68.0,Dining,Review
672,5ac39f0f068401528a2a17ce,The Art of the Beef Stew,68.0,Dining,News
673,5ac39cf8068401528a2a17ba,"The Last Year of Martin Luther King Jr.?™s Life, According to The Times",67.0,National,News
674,5ac396f6068401528a2a178b,The Politically Progressive Faith of Martin Luther King,68.0,OpEd,Op-Ed
676,5ac38cdb068401528a2a170b,Matter Over Mind,68.0,BookReview,Review
677,5ac37c5e068401528a2a1683,The Lone Journalist on the Scene  When Dr. King Was Shot,67.0,Insider,News
678,5ac37877068401528a2a165b,Unknown,68.0,National,briefing
679,5ac3726d068401528a2a163f,Trial Uncovers Casual Horrors At Private Jail,65.0,National,News
680,5ac36779068401528a2a160c,Trump Foresees  National Guard  Securing Border,68.0,Washington,News
681,5ac35b62068401528a2a15bd,Championship Game,68.0,Learning,News
682,5ac351d1068401528a2a1556,Older Americans Are ?˜Hooked??on Vitamins,61.0,Well,News
683,5ac350a5068401528a2a154f,Unknown,68.0,Metro,briefing
684,5ac3458f068401528a2a1505,From Stand-In to Standout for Villanova,68.0,Sports,News
685,5ac343be068401528a2a14fd,"Trump Proclaims Sexual Assault Awareness Month, and Late Night Thinks It?™s a Joke",66.0,Culture,News
686,5ac342f7068401528a2a14fa,?˜A Bedford Tale??by a Son of the Bronx,66.0,RealEstate,News
687,5ac342a1068401528a2a14f4,Pairs Well With a Trade War,68.0,Business,News
688,5ac342a0068401528a2a14ed,Mixing Work With Pleasure on Hurricane-Damaged Islands,68.0,Travel,News
689,5ac342a0068401528a2a14e9,Into the Ancient Land of the Cloud Warriors,65.0,Travel,News
690,5ac342a0068401528a2a14e8,Should the New Girlfriend Of an Awful Ex-Husband Be Warned?,65.0,Magazine,News
691,5ac3429f068401528a2a14e7,The Case of The Missing Booksellers,66.0,Magazine,News
692,5ac34297068401528a2a14e3,Necessary Evil,66.0,Magazine,News
693,5ac34295068401528a2a14e2,How Can a Doctor Grapple With the Epidemic of Cost?,66.0,Magazine,News
694,5ac34295068401528a2a14e1,Bracing for the Siege of Lower Manhattan,68.0,Metro,News
695,5ac34294068401528a2a14df,Dear Match Book: In Search of Comfort Reading,66.0,BookReview,News
696,5ac322ef068401528a2a144c,What It Was Like to Finally Write My Will,68.0,SundayBusiness,News
697,5ac318dc068401528a2a1409,Do You Vape?,67.0,Learning,News
698,5ac2e028068401528a2a1214,Superman?™s Alien Name,68.0,Games,News
699,5ac2ceba068401528a2a1182,The Most Influential Man on Earth,68.0,OpEd,Op-Ed
700,5ac2ce71068401528a2a117f,Voter Suppression?™s Legacy Lives On,66.0,Editorial,Editorial
701,5ac2cd6a068401528a2a117a,Reliving Those Arabian Nights,68.0,Culture,Review
703,5ac2c7b5068401528a2a1122,Industry Giants Register Dissent On Trade Action,68.0,Business,News
704,5ac2c0c1068401528a2a10d9,The Autocrats??Playbook,68.0,OpEd,Op-Ed
705,5ac2b656068401528a2a1085,What?™s the Matter With Trumpland?,68.0,OpEd,Op-Ed
706,5ac2b63f068401528a2a1084,G.O.P. Leaders Fear Toll From Bruising Primary Battles,68.0,Washington,News
707,5ac2b4d8068401528a2a107c,"A Lobbyist, A Condo Deal, A Green Light",68.0,Climate,News
708,5ac2b4cb068401528a2a1079,The Wrong Way to Unclog Streets,68.0,OpEd,Op-Ed
709,5ac2b4cc068401528a2a107a,What ??001??Got Right,67.0,OpEd,Op-Ed
710,5ac2ad5a068401528a2a1043,Border Patrol Agent Has Trump?™s Ear,68.0,Washington,News
711,5ac2a7e6068401528a2a1012,Matzo for the Birds,0.0,Metro,News
712,5ac2a77c068401528a2a1007,"Just Super, Nova",68.0,Sports,News
713,5ac29e72068401528a2a0fac,"Family: Antibiotics, Antacids, Allergies",60.0,Well,News
714,5ac28850068401528a2a0eae,"Escort and Her ?˜Coach,??Held in Thailand Jail, Offer Secrets on Russia",68.0,Foreign,News
715,5ac28848068401528a2a0eac,Divisive Oratory Daily Has a Nation Spellbound,68.0,Foreign,News
716,5ac28304068401528a2a0e74,California Vows to Fight U.S. Efforts to Reduce Car Pollution Standards,68.0,Climate,News
717,5ac281a2068401528a2a0e6e,A Year Of Peak Picasso,66.0,Culture,Review
718,5ac274e7068401528a2a0dc7,Stocks Sink As a Bump Gives Way To a Bear,60.0,Business,News
719,5ac27489068401528a2a0dc1,Like to Go Out in Sweatpants?  Don?™t Be an N.F.L. Cheerleader,68.0,Sports,News
720,5ac26030068401528a2a0d22,Russia Sends Hasty R.S.V.P. to Trump Invitation,68.0,Washington,News
721,5ac25c41068401528a2a0cf4,"In a Changing South Bronx, Residents See a New Jail as a Step Backward",68.0,Metro,News
722,5ac25b84068401528a2a0cee,Life After Disgrace?,68.0,Dining,News
723,5ac259f7068401528a2a0ce2,Teachers Walk Out in 2 States as Fervor Spreads,68.0,National,News
724,5ac25271068401528a2a0c97,What the Heck Is That?: NIOBE,68.0,Games,News
725,5ac24eef068401528a2a0c7a,A Tradition of Treats,68.0,Dining,News
726,5ac23f02068401528a2a0c05,"?˜Here and Now??Season 1, Episode 8: The Absurdist Hero",68.0,Culture,Review
727,5ac23cfb068401528a2a0bf6,Winnie Madikizela-Mandela Is Dead at 81; Fought South African Apartheid,66.0,Obits,Obituary (Obit)
729,5ac22952068401528a2a0b59,Unknown,68.0,National,briefing
730,5ac21b6e068401528a2a0b16,Trump Returns To a Hard Line On Immigrants,68.0,Washington,News
731,5ac21854068401528a2a0b08,What Are Your Thoughts on Sports Betting?,68.0,Learning,News
732,5ac1ff26068401528a2a0a92,"?˜Glee, Satisfaction and Weeping?? How America Reacted When Martin Luther King Died",67.0,NewsDesk,News
733,5ac1ff23068401528a2a0a8f,The Value and Limitations of a Calcium Scan,66.0,Well,News
734,5ac1ff26068401528a2a0a91,Unknown,68.0,Metro,briefing
735,5ac1ff23068401528a2a0a8e,When Your Baby Is Your Roommate,66.0,Well,News
736,5ac1fba3068401528a2a0a7f,There Is a Middle Ground on Guns,66.0,OpEd,Op-Ed
737,5ac1fba3068401528a2a0a7d,"How to Serve a Deranged Tyrant, Stoically",66.0,OpEd,Op-Ed
738,5ac1f11c068401528a2a0a5c,Cracking a Cold Case,66.0,Science,News
739,5ac1f11c068401528a2a0a5b,An Aspiring Developer Chooses a Construction Zone,68.0,RealEstate,News
740,5ac1f11b068401528a2a0a59,"In Iraq, I Found Checkpoints as Endless as the Whims of Armed Men",67.0,Magazine,News
741,5ac1f11a068401528a2a0a55,At the Crossroads,68.0,Magazine,News
742,5ac1f118068401528a2a0a4f,Reality TV?™s Hopeless Romantic,68.0,Styles,News
743,5ac1f119068401528a2a0a51,Charities Face #MeToo Fallout,68.0,Culture,News
744,5ac1f113068401528a2a0a49,Student Loan Showdown:  Where Do Borrowers Have It Best?,59.0,Upshot,News
745,5ac1f113068401528a2a0a4a,"Fighting Over Chores? Spend Some Money, Save the Marriage",67.0,Upshot,News
746,5ac1e303068401528a2a0a1e,Telling the Stories of Defectors From North Korea,68.0,Photo,https://www.nytimes.com/2018/04/02/lens/telling-the-stories-of-defectors-from-north-korea.html
747,5ac1d4f6068401528a2a09ff,"With Barely A Puff, Vaping Floods Schools",67.0,Science,News
748,5ac1d4f4068401528a2a09fd,"From Day One, the New Schools Chancellor Has a Long To-Do List",67.0,Metro,News
749,5ac1c6e3068401528a2a09cd,Unknown,67.0,Smarter Living,News
750,5ac1a3bb068401528a2a093c,"?˜Trust??Season 1, Episode 2 Recap: Don?™t Mess With Texas",64.0,Culture,Review
751,5ac19cb3068401528a2a092b,"?˜Billions??Season 3, Episode 2 Recap: That Feeling in Your Stomach",68.0,Culture,Review
752,5ac19335068401528a2a0909,"China Makes Good on Threat of Tariffs, Raising Its Duties on 128 U.S. Products",68.0,Business,News
753,5ac19227068401528a2a0907,"?˜The Walking Dead??Season 8, Episode 14: Resurrection",66.0,Culture,Review
754,5ac1809c068401528a2a08d7,Eager Refugees Courted for Jobs In Tight Market,68.0,Business,News
755,5ac1802d068401528a2a08d3,Rhythms  Of Tragedy,68.0,OpEd,Op-Ed
756,5ac17917068401528a2a08a7,?˜The Ice Is Melting?? Dismantling a Police State,68.0,Foreign,News
757,5ac1765a068401528a2a0891,Last-Second Nature,67.0,Sports,News
758,5ac1720d068401528a2a087f,America Needs Better Privacy Rules,65.0,Editorial,Editorial
759,5ac17004068401528a2a0871,When a Subject Refuses to Pose,66.0,Insider,News
760,5ac16b13068401528a2a0855,"Poisoned Door Knob Hints at High-Level Plot to Kill Spy, U.K. Officials Say",68.0,Foreign,News
761,5ac1654f068401528a2a0841,A New Black American Dream,68.0,OpEd,Op-Ed
762,5ac16476068401528a2a0839,Will Trump Start a Farm Crisis?,66.0,OpEd,Op-Ed
763,5ac16334068401528a2a0834,Tech?™s Answer For Security: Blockchain,65.0,Business,News
764,5ac160c2068401528a2a0829,Intertwined Tech Services Blunt Boycotts,68.0,Business,News
765,5ac15662068401528a2a07fb,Dog With a Secret,0.0,Metro,News
766,5ac15663068401528a2a07fc,"George Wallace Tapped Into Racial Fear. Decades Later, Its Force Remains Potent.",65.0,National,News
767,5ac15663068401528a2a07fd,World Capital,68.0,Games,News
768,5ac14cdc068401528a2a07df,"Hollywood?™s Envoy, Schooled In Diplomacy (and Muppets)",67.0,Business,News
769,5ac1307d068401528a2a0776,Who is a Turk? It?™s complicated,68.0,OpEd,Op-Ed
770,5ac11a45068401528a2a071a,Intellectual Caught Up In a Furor,68.0,Culture,News
771,5ac0ea16068401528a2a0667,Gun Control and Fall Elections: Moment or Movement?,67.0,Politics,News
772,5ac09f9b068401528a2a05a1,Unknown,68.0,RealEstate,News
773,5ac09f98068401528a2a059f,Political Power Has Backfired For Kushners,68.0,Washington,News
774,5ac004e5068401528a2a0424,1 + 1 = 5,67.0,Games,News
775,5abfd3ae068401528a2a034e,"Spiro Agnew, Father Of Today?™s G.O.P.",66.0,OpEd,Op-Ed
776,5abfd02c068401528a2a033d,Fear and Disdain Grip Trump?™s E.P.A.,66.0,Editorial,Editorial
777,5abfcca7068401528a2a0328,Javanka vs.  The Klossy  Posse,68.0,OpEd,Op-Ed
778,5abfcca6068401528a2a0327,God and Men and Jordan Peterson,68.0,OpEd,Op-Ed
779,5abfcca5068401528a2a0326,The Rise of God?™s Spokeswomen,68.0,OpEd,Op-Ed
780,5abfbf0b068401528a2a02eb,Years of Claims  Of Harassment  In Justice Dept.,68.0,Washington,News
781,5abfb083068401528a2a028b,Variety: Acrostic,0.0,Games,News
782,5abf8925068401528a2a01f8,"Saving a Fussy Eater In Europe, With Help From 50,000 Rabbits",68.0,Foreign,News
783,5abf74a4068401528a2a019e,Friday Night Music on Saturday: The Lone Bellow,65.0,OpEd,Op-Ed
784,5abf4e1b068401528a2a0138,"Extortion, or the Price of Freedom?",68.0,National,News
785,5abeeba4068401528a29ffe2,Church Leaders Propelled the Civil Rights Movement. Now They?™re Looking to Rekindle Dr. King?™s Activist Spirit,66.0,Games,News
786,5abee4d3068401528a29ffb2,The Outrage  Over Kevin  Williamson,66.0,OpEd,Op-Ed
787,5abedd67068401528a29ff8b,A Pale Smoke,68.0,OpEd,Op-Ed
788,5abebd4c068401528a29fecd,Beware the Former Trumpers,65.0,OpEd,Op-Ed
789,5abe965e068401528a29fdd0,Are Today?™s Teenagers Smarter and Better Than We Think?,68.0,Well,News
790,5abe9588068401528a29fdcb,Bologna Blamed in Vast Listeria Outbreak,67.0,Science,News
791,5abe7921068401528a29fd16,8 Bullets Struck Sacramento Man As He Faced Away,65.0,National,News
792,5abe6fdd068401528a29fcc9,The Simple Cake That Helped Create a Legend,68.0,Dining,News
793,5abe6910068401528a29fc97,"22 Female Senators Say, Enough",66.0,Editorial,Editorial
794,5abe585d068401528a29fbb9,Hallowed Be Thy Teams,68.0,Sports,News
795,5abe5761068401528a29fba3,The Americans Our Government Won?™t Count,68.0,OpEd,Op-Ed
796,5abe520c068401528a29fb66,"Lambs Shanks, Sweetly Spiced for Spring",68.0,Dining,News
797,5abe4a45068401528a29fb19,Orlando Gunman?™s Wife Is Acquitted in Shootings,68.0,National,News
798,5abe4a3d068401528a29fb18,The End of South Vietnam,66.0,OpEd,Op-Ed
799,5abe3dfd068401528a29fa9b,"?˜RuPaul?™s Drag Race??Season 10, Episode 2: Conflama Is Abuse",66.0,Culture,News
800,5abe3503068401528a29fa51,Unknown,64.0,National,briefing
801,5abe34da068401528a29fa50,While Their Guitars Gently Weep,66.0,SundayBusiness,News
802,5abe34d4068401528a29fa4d,The Self-Driving Car Industry?™s Biggest Turning Point Yet,68.0,Business,News
803,5abe2718068401528a29f9f8,"A Student Loan Fix, With Catches",68.0,Business,News
804,5abe183b068401528a29f9b6,Confrontations At Gaza Fence Leave 15 Dead,67.0,Foreign,News
805,5abe0bd0068401528a29f96a,Unknown,68.0,Well,News
806,5abe0b01068401528a29f95a,Unknown,67.0,Podcasts,briefing
807,5abe0aaa068401528a29f953,When Mega-Mansions Have Mega-Problems,68.0,RealEstate,News
808,5abe0aa9068401528a29f952,Unknown,68.0,Metro,briefing
809,5abe0aa4068401528a29f94d,"Story Hour, Off the Army Base",67.0,Well,News
810,5abe0726068401528a29f937,Some reflections on journalism,68.0,OpEd,Op-Ed
811,5abe0724068401528a29f931,"Actually, You Can Fix Stupid",68.0,OpEd,Op-Ed
812,5abe0725068401528a29f933,How Memphis Gave Up on Dr. King?™s Dream,68.0,OpEd,Op-Ed
813,5abe0724068401528a29f932,Affirmative Action for Reactionaries,66.0,OpEd,Op-Ed
814,5abe0325068401528a29f91f,Trevor Noah Detects a Whiff of Cronyism in V.A. Appointment,66.0,Culture,News
815,5abdfca6068401528a29f8fc,"After Hurricane?™s Ruin, the Return to Puerto Rico",67.0,Metro,News
816,5abdfca6068401528a29f8fb,Is That  Contractor A Good Fit?,68.0,RealEstate,News
817,5abdfca5068401528a29f8f9,When Retirement Doesn?™t Quite Work Out,67.0,Science,News
818,5abdfca5068401528a29f8f8,Broad Spending Bills Here to Stay as Long as Congressional Dysfunction Reigns,68.0,Washington,News
819,5abdfca6068401528a29f8fa,Pitting Girls Against Girls to a New Tune,68.0,Arts&Leisure,News
820,5abdfca3068401528a29f8f2,"Anatomy of a Los Angeles Police Shooting: A Black Teenager, a Missing Gun, Protests, Grief",67.0,National,News
821,5abdfca2068401528a29f8f0,How Do You Get Your Nature Fix?,68.0,Learning,News
822,5abdfca1068401528a29f8ef,"Silicon Valley,  Wary of Trump,  Warms to Him",68.0,Business,News
823,5abdfc9f068401528a29f8e7,When a Good Night?™s Sleep Needs Some Help,68.0,Travel,News
824,5abdfc9f068401528a29f8ea,Innocents Behind Bars,68.0,BookReview,Review
825,5abdfc99068401528a29f8de,A Prodigy Redeemed,68.0,Metropolitan,News
826,5abdee84068401528a29f8ab,Dr. King?™s Complex Relationship With the Camera,66.0,Photo,News
828,5abd9c08068401528a29f717,Won?™t Be Back Till Late,68.0,Games,News
829,5abd96a4068401528a29f701,Queen Lear  Moments,68.0,Weekend,Review
830,5abd92c2068401528a29f6e4,Tabloid Mogul Visited Trump To Woo Saudis,38.0,Investigative,News
831,5abd88f8068401528a29f6c1,"A Longtime Trump Whisperer Packs Up, Leaving a Void in the White House",68.0,Washington,News
832,5abd855c068401528a29f6a7,Integration Now and Forever,68.0,OpEd,Op-Ed
834,5abd7efc068401528a29f686,V.A. Shake-Up Gives Rise to New Fears of Privatized Care,68.0,Washington,News
835,5abd7d2f068401528a29f674,Tesla in Need Of Recharge After a Series Of Setbacks,68.0,Business,News
836,5abd7878068401528a29f655,Was the Vietnam War Necessary?,68.0,OpEd,Op-Ed
837,5abd6dd0068401528a29f5f7,"Is It Real Policy, or Is It Just Reality TV?",68.0,OpEd,Op-Ed
838,5abd6d22068401528a29f5ed,?˜Roseanne??Is Funny. And Scary.,67.0,OpEd,Op-Ed
839,5abd6a76068401528a29f5cf,Ronny Jackson?™s Disturbing Lack of Independence,68.0,OpEd,Op-Ed
840,5abd6641068401528a29f5a5,"Praise for Trade Deal, Then Trump Suggests That He Might Delay It",68.0,Washington,News
841,5abd61e3068401528a29f564,Out of the Storm,0.0,Metro,News
842,5abd5c06068401528a29f518,A Coup at Veterans Affairs,68.0,Editorial,Editorial
844,5abd4aef068401528a29f43c,U.S. Set to Blunt Pollution Rules For Automakers,68.0,Climate,News
845,5abd46cd068401528a29f415,Heart: Hockey Fans Beware,60.0,Well,News
846,5abd3e5a068401528a29f3af,Gen X Activism: An Oral History,67.0,OpEd,Op-Ed
847,5abd2f5e068401528a29f2f1,The Young and the Streaming,68.0,Weekend, 'Epidemics'
848,5abd2817068401528a29f291,A Haunting Southern Exposure,68.0,Weekend,Review
849,5abd266c068401528a29f271,"A Quick Online Divorce for $60? Not So Fast, Denmark Says",68.0,Foreign,News
850,5abd1ff7068401528a29f1fd,Crisis Deepens As the Kremlin Bucks the West,68.0,Foreign,News
851,5abd1ff6068401528a29f1fc,"Caribbean Savor, Australian Bounty",61.0,Dining,Review
852,5abd1632068401528a29f17b,?˜Ideal??Is an Opinion,68.0,Dining,News
853,5abd1611068401528a29f177,A White Like No Other,67.0,Dining,News
854,5abd1505068401528a29f15f,68 Die in Jail Fire. Then Police Attack Bereaved.,67.0,Foreign,News
855,5abd125c068401528a29f124,What Topics Should the ?˜Tech We?™re Using??Column Tackle Next?,68.0,NewsDesk,News
856,5abd1168068401528a29f119,"With an Eye on Russia, Britain Edges Toward Dirty Money Crackdown",68.0,Foreign,News
858,5abd0d02068401528a29f0db,Utah Passes ?˜Free-Range??Parenting Law,68.0,Well,News
859,5abd0a47068401528a29f0b3,"As Facebook Loses Luster, Tech Stocks Await Fallout",68.0,Business,News
860,5abd080c068401528a29f099,"In Britain, the Labour Party Wrestles With Claims of Anti-Semitism",68.0,Foreign,News
861,5abd03ab068401528a29f062,How to Prevent a Racist Hoodie,67.0,Business,News
862,5abcfffe068401528a29f021,"A Kitchen Duo for Decades, Now With Their Own Place",68.0,Dining,News
863,5abcf77c068401528a29efbe,"Women on Stage, Sweating It Out",68.0,Weekend,News
864,5ad80671068401528a2a97ca,"?˜The Americans??Season 6, Episode 4 Recap: The Birth of a Honey Pot",66.0,Culture,News
865,5ad7f832068401528a2a97bb,This Many,66.0,Games,News
866,5ad7ea18068401528a2a97ab,"Bueller? Bueller? No, Satan",68.0,Culture,Review
867,5ad7d983068401528a2a978d,Cynthia Nixon Gets Mr. Cuomo to Play to Type,68.0,Editorial,Editorial
868,5ad7d6b9068401528a2a9789,White Power Never Disappeared,66.0,OpEd,Op-Ed
869,5ad7d376068401528a2a9782,Statues Banished But Not Attitudes,68.0,Metropolitan,News
870,5ad7d00d068401528a2a9775,Fury in Germany as Rap Duo With Anti-Jewish Lyrics Gets Award,68.0,Culture,News
871,5ad7cf2e068401528a2a9773,Farmers??Anger at Trump Tariffs Puts G.O.P. at Risk in Midterms,68.0,Politics,News
872,5ad7c9fc068401528a2a9762,Our Gold-Leaf Presidency,68.0,OpEd,Op-Ed
873,5ad7c8d7068401528a2a975a,Macron?™s Defense of Democracy,66.0,Editorial,Editorial
874,5ad7c948068401528a2a975b,Unknown,66.0,OpEd,Op-Ed
875,5ad7c379068401528a2a974b,?˜Full Metal Jacket??Seduced My Generation and Sent Us to War,66.0,Magazine,News
876,5ad7bfe3068401528a2a9741,A Coat to Remember,0.0,Metro,News
877,5ad7b671068401528a2a9725,"Quiet Flight, Then a Blast and a Sudden Plunge",66.0,National,News
878,5ad7b462068401528a2a971f,Former Playboy Model Is Free to Discuss Alleged Affair,66.0,Investigative,News
